ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2025-10-31T19:14:06Z,ios,119574,US,107.155.59.181,See You Tomorrow,saint rumi,See You Tomorrow,spotify:track:0ZnB3dGkeovYjtkboXy9Ek,,,,,,,,trackdone,trackdone,True,False,False,1761937926.0,False
2025-10-31T19:16:14Z,ios,128000,US,107.155.59.181,thistle,herbstreit,thistle,spotify:track:6ALRXYJT0qee3OJGshWNPU,,,,,,,,trackdone,trackdone,True,False,False,1761938046.0,False
2025-10-31T19:17:55Z,ios,100353,US,107.155.59.181,mezza luna,yungmerrin,mezza luna,spotify:track:6w6jV0WxWW90TPAMSilthn,,,,,,,,trackdone,trackdone,True,False,False,1761938174.0,False
2025-10-31T19:20:07Z,ios,131720,US,107.155.59.181,Falling Thoughts,Moonloops,Late Night Canvas,spotify:track:6uewvNSyzSRhJbFRtvj6rn,,,,,,,,trackdone,trackdone,True,False,False,1761938275.0,False
2025-10-31T19:22:24Z,ios,136235,US,107.155.59.181,Strangers,Jimmy Q,Strangers,spotify:track:1gfvYnyV00IVaHtOXHBdZY,,,,,,,,trackdone,trackdone,True,False,False,1761938407.0,False
2025-10-31T19:24:21Z,ios,116500,US,107.155.59.181,Dry Bar,Johny Luv,Dry Bar,spotify:track:27o1NXhNUJ9CfVvX77PqRt,,,,,,,,trackdone,trackdone,True,False,False,1761938544.0,False
2025-10-31T19:25:59Z,ios,97059,US,107.155.59.181,beyond,yosei.,beyond,spotify:track:1nPs1DxBv2lK3UTInDFz4R,,,,,,,,trackdone,trackdone,True,False,False,1761938661.0,False
2025-10-31T19:27:53Z,ios,114000,US,107.155.59.181,lay low,Flavors,lay low,spotify:track:0x5JDmBH3PsgDRhChTiwUE,,,,,,,,trackdone,trackdone,True,False,False,1761938759.0,False
2025-10-31T19:31:03Z,ios,189667,US,107.155.59.181,Lazy Afternoon,ommood,ommood,spotify:track:2uexncTTO8AFZPB25PhXUj,,,,,,,,trackdone,trackdone,True,False,False,1761938873.0,False
2025-10-31T19:32:47Z,ios,103125,US,107.155.59.181,$rules.,The *tune^raider*,$rules.,spotify:track:1gPfe3K42O5aPy3m1GPtsS,,,,,,,,trackdone,trackdone,True,False,False,1761939063.0,False
2025-10-31T19:36:11Z,ios,203880,US,107.155.59.181,Homework,Homework Blues Lofi,Homework,spotify:track:04I9eSCPXc3GaJ0wzA436R,,,,,,,,trackdone,trackdone,True,False,False,1761939167.0,False
2025-10-31T19:38:11Z,ios,118945,US,107.155.59.181,Feels Like Home,Adrian Planitz,Feels Like Home,spotify:track:58uy3CHRJaCg8fzxqpuibp,,,,,,,,trackdone,trackdone,True,False,False,1761939371.0,False
2025-11-01T10:14:09Z,ios,103306,US,2600:4040:10b8:3500:d576:5e22:18c:cf5d,3:30pm - Jam'addict Remix,rocomoco,Chilled Vibes Only,spotify:track:4mTcW1ULarZNdaMtaKTana,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1761939491.0,False
2025-11-05T10:24:39Z,ios,3200,US,2600:4040:10b8:3500:48d8:8abd:b705:4507,Juice,Young Franco,it's Franky baby!,spotify:track:6Au1ZdP6SlJEGpTlIPTRnq,,,,,,,,clickrow,unexpected-exit-while-paused,False,False,False,1762215338.0,False
2025-11-05T12:38:30Z,ios,5039,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Juice,Young Franco,it's Franky baby!,spotify:track:6Au1ZdP6SlJEGpTlIPTRnq,,,,,,,,appload,endplay,False,True,False,1762344391.0,False
2025-11-05T12:42:05Z,ios,214704,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Bach's Brandenburg Concerto No. 3 (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:7IL5pAGlv6ERSvPGDzKFP6,,,,,,,,playbtn,trackdone,True,False,False,1762346310.0,False
2025-11-05T12:46:01Z,ios,235835,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Beethoven's Fate (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:0uRz8vcAzT45J8FrwASIms,,,,,,,,trackdone,trackdone,True,False,False,1762346525.0,False
2025-11-05T12:49:43Z,ios,221390,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Handel's Hallelujah (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:71Ov6lKW7KJh4HkR7osN7i,,,,,,,,trackdone,trackdone,True,False,False,1762346761.0,False
2025-11-05T12:49:47Z,ios,2504,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Mozart's Alla Turca (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:5102J4zDZFvHSByud3hASi,,,,,,,,trackdone,fwdbtn,True,True,False,1762346983.0,False
2025-11-05T12:53:59Z,ios,252550,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Handel's Fireworks (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:1zB3zzvZwITVJOLw7C31QS,,,,,,,,fwdbtn,trackdone,True,False,False,1762346987.0,False
2025-11-05T12:58:13Z,ios,254034,US,2600:1003:b4e8:8a51:1d7a:ae8a:2be6:587b,Mozart's Night Music (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:5EoJu8lHeRa46yDSGmyRP3,,,,,,,,trackdone,trackdone,True,False,False,1762347239.0,False
2025-11-05T13:02:44Z,ios,254073,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Bach's Air (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:4hBUHGgdLew8WtCldJJ3vA,,,,,,,,trackdone,trackdone,True,False,False,1762347493.0,False
2025-11-05T13:02:50Z,ios,4090,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Beethoven's Ode to Joy (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:0Qlzivynu4kMDlAgk5S2tp,,,,,,,,trackdone,fwdbtn,True,True,False,1762347764.0,False
2025-11-05T14:15:27Z,ios,166301,US,216.12.56.78,Handel's Zadok (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:1AzzKUeXjUE8Y6jN6jXZ0Q,,,,,,,,fwdbtn,logout,True,False,False,1762347770.0,False
2025-11-05T16:58:56Z,ios,166765,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Okayyy We Back,Andy Mineo,Okayyy We Back,spotify:track:1QRxu30D9RdCpff2VpJWY7,,,,,,,,clickrow,trackdone,False,False,False,1762361770.0,False
2025-11-05T17:02:38Z,ios,221390,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Handel's Hallelujah (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:71Ov6lKW7KJh4HkR7osN7i,,,,,,,,trackdone,trackdone,False,False,False,1762361936.0,False
2025-11-05T19:33:06Z,ios,29686,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,I've Got The Jazz,Phil Tyler,I've Got The Jazz,spotify:track:68LIcgmK98hyycPLwgM9xo,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1762362158.0,False
2025-11-05T19:37:23Z,ios,249943,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Tchaikovsky's Swan Lake (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:73qqfhxeJxa0prFtRDBUqU,,,,,,,,playbtn,trackdone,True,False,False,1762371194.0,False
2025-11-05T19:41:22Z,ios,47818,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Mozart's Jupiter (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:6a2g0ctflK9cAhBdW7ebqH,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1762371443.0,False
2025-11-05T19:45:02Z,ios,192835,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Mozart's Jupiter (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:6a2g0ctflK9cAhBdW7ebqH,,,,,,,,appload,trackdone,True,False,False,1762371682.0,False
2025-11-05T20:05:48Z,ios,26488,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Mendelssohn's Italian Symphony (Vuducru Remix),Vuducru,Classical Meets Beats - Workout Remix,spotify:track:1tYizhXi1CBWlGxVhhDLrZ,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1762371902.0,False
2025-11-05T22:06:43Z,ios,244421,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Flight in G Minor,Amp Live,Headphone Concerto,spotify:track:3vzLGvRFJgPtLIaNZcKxpw,,,,,,,,playbtn,trackdone,True,False,False,1762380142.0,False
2025-11-05T22:10:16Z,ios,212114,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Palladio - Remix,PALLADIUM Electric Band,Energy,spotify:track:6dbxGjslt1PDDrUxI25WUQ,,,,,,,,trackdone,trackdone,True,False,False,1762380403.0,False
2025-11-05T22:12:40Z,ios,132740,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Ride of the Valkyries - Celldweller Remix,Klayton,Ride of the Valkyries,spotify:track:31xKqxTs3tcYNmgnolRkwJ,,,,,,,,trackdone,trackdone,True,False,False,1762380616.0,False
2025-11-05T22:17:43Z,ios,286173,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Scherzo No. 5 in Death Minor,Hollywood Burns,Invaders,spotify:track:4SPVLICQXcDdHPQ1LKDtSL,,,,,,,,trackdone,trackdone,True,False,False,1762380760.0,False
2025-11-05T22:23:16Z,ios,332174,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,O Fortuna,Claudinho Brasil,O Fortuna,spotify:track:5RAQbPEWgR6QtPbypV5XAp,,,,,,,,trackdone,trackdone,True,False,False,1762381063.0,False
2025-11-05T22:23:44Z,ios,14386,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Bolero,Imagine Music,"Masterpieces, Vol. 1",spotify:track:7zpqFJoj3BRx2NZfnlyZrd,,,,,,,,trackdone,fwdbtn,True,True,False,1762381396.0,False
2025-11-05T22:25:16Z,ios,91580,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Badinerie from Orchestral Suite #2,E.T.O. (Electronica Techno Orchestra),Electronic Dance Classical,spotify:track:6yJj8UYp1itV7i92WdlyN8,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762381424.0,False
2025-11-05T22:27:50Z,ios,154064,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Alla Turca,Mr. Jazzek,Swing Control,spotify:track:0fI0Dn5o5jHLxhDfFBsq6i,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762381516.0,False
2025-11-05T22:29:32Z,ios,103507,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Hungarian Dance - Halo Sol Remix,Power-Haus,Revival 2,spotify:track:72JD8YyO4iDF38idcmM0LR,,,,,,,,fwdbtn,trackdone,True,False,False,1762381670.0,False
2025-11-05T22:32:31Z,ios,178235,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,symphony no.5 in bass minor,LŪN,symphony no.5 in bass minor,spotify:track:1uvCbCFeAvYnZbx5LcBVsv,,,,,,,,trackdone,trackdone,True,False,False,1762381772.0,False
2025-11-05T22:34:05Z,ios,92748,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Moonlight Sonata - Original Mix,cYsmix,Escapism,spotify:track:4D1WZzODO9WFkMxBax9zTA,,,,,,,,trackdone,fwdbtn,True,True,False,1762381951.0,False
2025-11-05T22:36:52Z,ios,152013,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Tchaikovsky (The Nutcracker Remix),Anastasia Roupakia,Buddha Bar Classical : Chillharmonic,spotify:track:1z7Yqokh6gzLelehJxDOie,,,,,,,,fwdbtn,trackdone,True,False,False,1762382045.0,False
2025-11-05T22:39:04Z,ios,132023,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,The Jackal (Mussorgsky Remixed),Olly Hounds,The Jackal (Mussorgsky Remixed),spotify:track:0qfbqVm653N7eO0i3dJod6,,,,,,,,trackdone,trackdone,True,False,False,1762382212.0,False
2025-11-05T22:39:31Z,ios,25483,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Demetrius (Cytus II),James Landino,Demetrius (Cytus II),spotify:track:2E6gXvOVsRbbRMjbNirgNa,,,,,,,,trackdone,backbtn,True,True,False,1762382344.0,False
2025-11-05T22:41:51Z,ios,127083,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,The Jackal (Mussorgsky Remixed),Olly Hounds,The Jackal (Mussorgsky Remixed),spotify:track:0qfbqVm653N7eO0i3dJod6,,,,,,,,backbtn,fwdbtn,True,True,False,1762382371.0,False
2025-11-05T22:41:52Z,ios,1045,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Demetrius (Cytus II),James Landino,Demetrius (Cytus II),spotify:track:2E6gXvOVsRbbRMjbNirgNa,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762382511.0,False
2025-11-05T22:44:58Z,ios,186621,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,In the Hall of the Mountain King,Helion,In the Hall of the Mountain King,spotify:track:1qhjjuDWFWKfPmtWYmlunC,,,,,,,,fwdbtn,trackdone,True,False,False,1762382512.0,False
2025-11-05T22:48:11Z,ios,192000,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Bizet Carmen Toreadors,Alibi Music,Classical EDM Remixes,spotify:track:1USi8HxvZLBRAj2rcTJEgE,,,,,,,,trackdone,trackdone,True,False,False,1762382698.0,False
2025-11-05T22:50:56Z,ios,164812,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Symphonia,Alok,Symphonia,spotify:track:4sdMRMJdBpVdHs3Aq29P87,,,,,,,,trackdone,trackdone,True,False,False,1762382891.0,False
2025-11-05T22:52:52Z,ios,114560,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Flight of the Bumblebee,Duomo,Reverie,spotify:track:6iJObHB4VLFei6518cLdeC,,,,,,,,trackdone,fwdbtn,True,True,False,1762383056.0,False
2025-11-05T22:53:00Z,ios,7988,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Beethoven - Fur Elise - Komuz Remix,Komuz,Beethoven - Fur Elise,spotify:track:65iksTyP4xLWM1hDzhDP1c,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762383172.0,False
2025-11-05T22:53:55Z,ios,54776,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Vivaldi Storm,2CELLOS,Let There Be Cello,spotify:track:0ntzAN5M82DHT50G9M9G2w,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762383180.0,False
2025-11-05T23:40:02Z,ios,131402,US,2600:4040:10b8:3500:7013:1eca:4d88:6707,Barber of Seville: Overture Workout Remix (Rossini),Cardio Workout Team,Cardio Workout Classics - Remixed Classical Favorites for the Gym,spotify:track:5yvNmJR6Fn5qAx79FDvuhL,,,,,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1762383235.0,False
2025-11-05T23:40:08Z,ios,533,US,2600:4040:10b8:3500:7013:1eca:4d88:6707,Vivaldi Storm,2CELLOS,Let There Be Cello,spotify:track:0ntzAN5M82DHT50G9M9G2w,,,,,,,,backbtn,backbtn,True,True,False,1762386007.0,False
2025-11-05T23:40:10Z,ios,1792,US,2600:4040:10b8:3500:7013:1eca:4d88:6707,Beethoven - Fur Elise - Komuz Remix,Komuz,Beethoven - Fur Elise,spotify:track:65iksTyP4xLWM1hDzhDP1c,,,,,,,,backbtn,backbtn,True,True,False,1762386008.0,False
2025-11-05T23:40:12Z,ios,1088,US,2600:4040:10b8:3500:7013:1eca:4d88:6707,Flight of the Bumblebee,Duomo,Reverie,spotify:track:6iJObHB4VLFei6518cLdeC,,,,,,,,backbtn,backbtn,True,True,False,1762386010.0,False
2025-11-05T23:40:41Z,ios,939,US,2600:4040:10b8:3500:7013:1eca:4d88:6707,Symphonia,Alok,Symphonia,spotify:track:4sdMRMJdBpVdHs3Aq29P87,,,,,,,,backbtn,endplay,True,True,False,1762386012.0,False
2025-11-06T02:41:34Z,ios,26580,US,2600:4040:10b8:3500:7013:1eca:4d88:6707,"Symphonia (with Alok, Sevenn & GW) - Remix",Mc Livinho,"Symphonia (with Alok, Sevenn & GW)",spotify:track:3O6h57XQaxw3OmCtp35qSR,,,,,,,,clickrow,unexpected-exit-while-paused,False,False,False,1762386041.0,False
2025-11-06T12:06:18Z,cast,170522,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,GOOD DAY,Forrest Frank,CHILD OF GOD,spotify:track:0vC82BouGPXm6X2K60RfQw,,,,,,,,remote,trackdone,False,False,False,1762430607.0,False
2025-11-06T12:09:37Z,cast,198100,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,YOUR WAY'S BETTER,Forrest Frank,CHILD OF GOD,spotify:track:7JDfWHxOFo63yQmVs5wSPM,,,,,,,,trackdone,trackdone,False,False,False,1762430778.0,False
2025-11-06T12:11:35Z,cast,117841,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,NOTHING ELSE,Forrest Frank,CHILD OF GOD II,spotify:track:10ngdDwCfjLTdFqDnkE2Jg,,,,,,,,trackdone,trackdone,False,False,False,1762430977.0,False
2025-11-06T12:14:35Z,cast,180058,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,JESUS IS COMING BACK SOON,Forrest Frank,JESUS IS COMING BACK SOON,spotify:track:3lDONs5jdDxJIHovAwgtsc,,,,,,,,trackdone,trackdone,False,False,False,1762431095.0,False
2025-11-06T12:17:01Z,cast,144849,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,NEVER GET USED TO THIS,Forrest Frank,CHILD OF GOD,spotify:track:25f7KnoDqO7nBbPahi15UE,,,,,,,,trackdone,trackdone,False,False,False,1762431276.0,False
2025-11-06T12:20:04Z,cast,182788,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,LEMONADE,Forrest Frank,LEMONADE,spotify:track:6P7tj3Pkm6iXlnZmGiS1VS,,,,,,,,trackdone,trackdone,False,False,False,1762431421.0,False
2025-11-06T12:20:34Z,cast,30001,US,2600:4040:10b8:3500:ccdf:3441:f5e2:4113,PRAISES (remix),ELEVATION RHYTHM,PRAISES (remix),spotify:track:1JlDJFcBJ3BSiyuokxOA1l,,,,,,,,trackdone,unexpected-exit,False,False,False,1762431604.0,False
2025-11-06T12:44:35Z,ios,332174,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,O Fortuna,Claudinho Brasil,O Fortuna,spotify:track:5RAQbPEWgR6QtPbypV5XAp,,,,,,,,playbtn,trackdone,True,False,False,1762432744.0,False
2025-11-06T12:49:24Z,ios,288810,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,In the Hall of the Mountain King,Deficio,In the Hall of the Mountain King,spotify:track:7HBYLapUKXGXBxIxB1qluI,,,,,,,,trackdone,trackdone,True,False,False,1762433075.0,False
2025-11-06T12:49:50Z,ios,24460,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Oriana,Roger Zarzour,Oriana,spotify:track:3JxhxXiiNwYnkT0f9KxQSp,,,,,,,,trackdone,fwdbtn,True,True,False,1762433364.0,False
2025-11-06T12:50:26Z,ios,20689,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Beethoven Pleads The Fifth,Ezinma,Beethoven Pleads The Fifth,spotify:track:7tTgUvht1Vdj5xMB0TKvnn,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762433390.0,False
2025-11-06T12:52:14Z,ios,107903,US,128.1.223.164,iDynamite,Tha Trickaz,iDynamite (feat. Apashe),spotify:track:2dz155MQRqeKhTsom0GbsR,,,,,,,,fwdbtn,logout,True,False,False,1762433426.0,False
2025-11-06T14:53:55Z,ios,8320,US,128.1.223.164,iDynamite,Tha Trickaz,iDynamite (feat. Apashe),spotify:track:2dz155MQRqeKhTsom0GbsR,,,,,,,,appload,fwdbtn,True,True,False,1762440810.0,False
2025-11-06T14:54:04Z,ios,0,US,128.1.223.164,,,,,A Recap of Some of Our Favorite Moments Pt. II,ACross Generations with Tiffany Cross,spotify:episode:5HaxHWN8tPLok8z9Z3L5Ij,,,,,unknown,endplay,False,True,False,1762440844.0,False
2025-11-06T14:56:07Z,ios,132740,US,128.1.223.164,Ride of the Valkyries - Celldweller Remix,Klayton,Ride of the Valkyries,spotify:track:31xKqxTs3tcYNmgnolRkwJ,,,,,,,,fwdbtn,trackdone,True,False,False,1762440835.0,False
2025-11-06T14:57:21Z,ios,72478,US,128.1.223.164,Bolero,Imagine Music,"Masterpieces, Vol. 1",spotify:track:7zpqFJoj3BRx2NZfnlyZrd,,,,,,,,trackdone,fwdbtn,True,True,False,1762440967.0,False
2025-11-06T15:00:46Z,ios,206867,US,128.1.223.164,Badinerie from Orchestral Suite #2,E.T.O. (Electronica Techno Orchestra),Electronic Dance Classical,spotify:track:6yJj8UYp1itV7i92WdlyN8,,,,,,,,fwdbtn,trackdone,True,False,False,1762441041.0,False
2025-11-06T15:01:25Z,ios,530,US,128.1.223.164,,,,,A Recap of Some of Our Favorite Moments Pt. II,ACross Generations with Tiffany Cross,spotify:episode:5HaxHWN8tPLok8z9Z3L5Ij,,,,,unknown,endplay,False,True,False,1762441284.0,False
2025-11-06T15:01:48Z,ios,60303,US,128.1.223.164,Clubbed to Death,WHITENO1SE,Inner Sanctum,spotify:track:4jkwt1Lp1qKebuTL8FrqRi,,,,,,,,trackdone,endplay,True,True,False,1762441246.0,False
2025-11-06T15:04:34Z,ios,166875,US,128.1.223.164,"Symphonia (with Alok, Sevenn & GW) - Remix",Mc Livinho,"Symphonia (with Alok, Sevenn & GW)",spotify:track:3O6h57XQaxw3OmCtp35qSR,,,,,,,,clickrow,endplay,False,True,False,1762441308.0,False
2025-11-06T15:07:03Z,ios,148750,US,128.1.223.164,Party Never Ends,Alok,Party Never Ends,spotify:track:35F2tdWosmulYdcmsXpQ7x,,,,,,,,trackdone,trackdone,False,False,False,1762441475.0,False
2025-11-06T15:10:02Z,ios,178560,US,128.1.223.164,Loco Papi,Sevenn,Loco Papi,spotify:track:5EuVplVa6I5vbAUBuCRnvS,,,,,,,,trackdone,trackdone,False,False,False,1762441623.0,False
2025-11-06T15:11:17Z,ios,72955,US,128.1.223.164,Pedrada (feat. GUI2IN),Claudinho Brasil,Pedrada (feat. GUI2IN),spotify:track:0tYh2JZ5ttXsuZPihBBPoN,,,,,,,,trackdone,endplay,False,True,False,1762441802.0,False
2025-11-06T15:16:09Z,ios,292227,US,128.1.223.164,Only Jesus (Instrumental),Bethel Music,After All These Years,spotify:track:02i6EK1A76R7wX8DBIlF4o,,,,,,,,playbtn,trackdone,True,False,False,1762441877.0,False
2025-11-06T15:21:07Z,ios,297533,US,128.1.223.164,Peace,We The Kingdom,Holy Water,spotify:track:6Jk2ueMBIuTZU3aNKjUTGR,,,,,,,,trackdone,trackdone,True,False,False,1762442169.0,False
2025-11-06T16:55:41Z,ios,389994,US,128.1.223.164,Psalm 37,Steffany Gretzinger,Psalms,spotify:track:2AX2y36Wba7NdsV9glCr4D,,,,,,,,trackdone,trackdone,True,False,False,1762442467.0,False
2025-11-06T16:59:23Z,ios,218955,US,128.1.223.164,gracious,Simply Worship,gracious,spotify:track:4LB87AcU2R1ANe8RuzQgqj,,,,,,,,trackdone,trackdone,True,False,False,1762448141.0,False
2025-11-06T17:06:57Z,ios,453589,US,128.1.223.164,Graves into Gardens,Bethel Music,"Peace, Vol. II",spotify:track:6mYn13stuc74Bd5EHbeqKj,,,,,,,,trackdone,trackdone,True,False,False,1762448363.0,False
2025-11-06T18:41:46Z,ios,74287,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Psalm 23 (Wilder),Steffany Gretzinger,Psalms,spotify:track:4sES17tsCG6nu2zbLOsIzK,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1762448817.0,False
2025-11-06T18:43:02Z,ios,59710,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,Psalm 23 (Wilder),Steffany Gretzinger,Psalms,spotify:track:4sES17tsCG6nu2zbLOsIzK,,,,,,,,appload,fwdbtn,True,True,False,1762454506.0,False
2025-11-06T18:44:10Z,ios,68801,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,my delight,Simply Worship,my delight,spotify:track:3UI2Ik9qJv9CADbUfLyfuJ,,,,,,,,fwdbtn,fwdbtn,True,True,False,1762454582.0,False
2025-11-06T18:44:24Z,ios,14025,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,The More I Seek You - Chapel Sessions,Gateway Worship,Chapel Sessions,spotify:track:46JpJ7j6VqwPOY4uphf9OC,,,,,,,,fwdbtn,endplay,True,True,False,1762454650.0,False
2025-11-06T18:47:15Z,ios,171600,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,THE ROCK (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:58Swtopp5GKfDmjBjyO7bP,,,,,,,,playbtn,trackdone,True,False,False,1762454664.0,False
2025-11-06T18:50:02Z,ios,165263,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,UP! (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:6HYKpQo9TqUQvdpBVxqw9p,,,,,,,,trackdone,trackdone,True,False,False,1762454835.0,False
2025-11-06T18:52:30Z,ios,147500,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,SELAH (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:243fOgJy3JBv10K4Ykp2RZ,,,,,,,,trackdone,trackdone,True,False,False,1762455002.0,False
2025-11-06T18:54:50Z,ios,140000,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,YOUR WAY'S BETTER (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:2O84UykF3n7pFawbrLZjnh,,,,,,,,trackdone,trackdone,True,False,False,1762455150.0,False
2025-11-06T18:57:38Z,ios,167750,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,GOD'S GOT MY BACK (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:5lWBUPXbzxXm4BO24d0niD,,,,,,,,trackdone,trackdone,True,False,False,1762455290.0,False
2025-11-06T19:00:21Z,ios,162000,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,THROUGH THE NIGHT (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:3Y9W3QPrshvgig2VT5Josm,,,,,,,,trackdone,trackdone,True,False,False,1762455458.0,False
2025-11-06T19:26:18Z,ios,154889,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,GOD IS GOOD (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:4GopMbZvOHYq6W5w985Dsk,,,,,,,,trackdone,trackdone,True,False,False,1762455621.0,False
2025-11-06T19:29:09Z,ios,170875,US,2600:1003:b4e8:8a51:941f:fae9:2ad0:5c8,LIFT MY HANDS (LOFI),Forrest Frank,JESUS LOFI VOLUME ONE,spotify:track:6AnEzy2IAN5j1WsBOnFYsK,,,,,,,,trackdone,trackdone,True,False,False,1762457178.0,False
